Affiliation,Facility Name,Address,City,State,Zip Code,Phone,Facility Type,Behavioral Health,Dental,Pharmacy,Website
Title 5 (638),"Kasaan Village Clinic, SEARHC",1st and Jones,Kasaan,AK,99950,907-542-2222,Alaska Village Clinic,No,No,No,www.searhc.org
Title 5 (638),Raven's Way,1200 and 1204 Seward Avenue,Sitka,AK,99835,907-966-8714 or toll free 1-800-770-3063,Behavioral Health Facility,Yes,No,No,http://www.searhc.org/ravensway
Title 5 (638),Alatna Village Clinic,P.O. Box 70,Allakaket,AK,99720,907-968-2314,Alaska Village Clinic,No,No,No,http://www.tananachiefs.org/ 
Title 5 (638),Allakaket Counseling Center,P.O. Box 89,Allakaket,AK,99720,907-968-2210,Behavioral Health Facility,Yes,No,No,NULL
Title 5 (638),Chief Andrew Isaac Health Center,1408  19th Avenue,Fairbanks,AK,99701,907-451-6682 or toll free 800-478-6682,Health Center,No,No,Yes,http://www.tananachiefs.org
Title 5 (638),Yukon Flats Health Center,N/A,Yukon Flats,AK,N/A,907-662-2462,Health Center,Yes,No,No,http://www.catg.org
Title 1 (Tribal),Tanana Health Center,P.O. Box 77150,Tanana,AK,99777,907-366-7223,Health Center,No,No,No,NULL
Title 5 (638),Nulato Health Clinic,P.O. Box 10,Nulato,AK,99765,907-898-2209,Alaska Village Clinic,No,No,No,http://www.tananachiefs.org
Title 5 (638),Allakaket Village Clinic,P.O. Box 30,Allakaket,AK,99720,907-968-2248,Alaska Village Clinic,No,No,No,http://www.tananachiefs.org
NON-IHS,Anaktuvuk Pass Clinic (CHAP by NSB),N/A,Anaktuvuk Pass,AK,N/A,907-661-3914,Alaska Village Clinic,No,No,No,http://www.north-slope.org
Title 5 (638),Arctic Villiage Clinic,100 Main Street,Arctic Village,AK,99722,907-587-5229,Alaska Village Clinic,No,No,No,http://www.catg.org
Title 5 (638),Beaver Village Clinic,24030 Main Street,Beaver,AK,99724,907-628-6228,Alaska Village Clinic,No,No,No,http://www.catg.org
Title 5 (638),Chalkyitsik Village Clinic,P.O. Box 57,Chalkyitsik,AK,99788,907-848-8215,Alaska Village Clinic,No,No,No,http://www.tananachiefs.org
Title 5 (638),Circle Village Clinic,P.O. Box 109,Circle,AK,99733,907-773-7425,Alaska Village Clinic,No,No,No,http://www.catg.org
Title 5 (638),Eagle Village Clinic,P.O. Box 134,Eagle,AK,99738,907-547-2243,Alaska Village Clinic,No,No,No,NULL
Title 5 (638),Galena  (Edgar Nollner Health Center),P.O. Box 77,Galena,AK,99741,907-656-1366,Alaska Village Clinic,No,No,No,http://www.tananachiefs.org
Title 5 (638),Hughes Village Clinic,P.O. Box 49,Hughes,AK,99745,907-889-2211,Alaska Village Clinic,No,No,No,http://www.tananachiefs.org
Title 5 (638),Huslia Village Clinic,P.O. Box 90,Huslia,AK,99746,907-829-2204 ,Alaska Village Clinic,No,No,No,http://www.tananachiefs.org
Title 5 (638),Kaltag Village Clinic,P.O. Box 148,Kaltag,AK,99748,907-534-2209,Alaska Village Clinic,No,No,No,NULL
Title 5 (638),Koyukuk Village Clinic,P.O. Box 30,Koyukuk,AK,99754,907-927-2221,Alaska Village Clinic,No,No,No,http://www.tananachiefs.org
Title 5 (638),Manley Hot Springs Village Clinic,P.O. Box 83,Manley Hot Springs,AK,99756,907-672-3333,Alaska Village Clinic,No,No,No,http://www.tananachiefs.org
Title 5 (638),Minto Village Clinic,N/A,Minto,AK,N/A,907-798-7412,Alaska Village Clinic,No,No,No,NULL
Title 5 (638),Nenana  (Mary C. Dementieff Health Clinic),P.O. Box 160,Nenana,AK,99760,907-832-5247,Alaska Village Clinic,No,No,No,http://www.tananachiefs.org
Title 5 (638),Ruby Health Clinic,General Delivery,Ruby,AK,99768,907-468-4433,Alaska Village Clinic,No,No,No,http://www.tananachiefs.org 
Title 5 (638),Stevens Village Clinic,N/A,Stevens Village,AK,N/A,907-478-7215,Alaska Village Clinic,No,No,No,http://www.tananachiefs.org
Title 5 (638),Venetie  (Myra Roberts Clinic),101 Main Street,Venetie,AK,99781,907-849-8712,Alaska Village Clinic,No,No,No,http://www.catg.org
Title 5 (638),Healy Lake Village Clinic,P.O. Box 246,Healy,AK,99743,907-876-5018,Alaska Village Clinic,No,No,No,http://www.tananachiefs.org
Title 5 (638),Evansville Village Clinic,P.O. Box 26107,Evansville,AK,99726,907-692-5035,Alaska Village Clinic,Yes,No,No,http://www.tananachiefs.org
Title 5 (638),Birch Creek Village Clinic,P.O. Box KBC,Birch Creek,AK,99740,907-221-2537,Alaska Village Clinic,No,No,No,http://www.catg.org
Title 5 (638),Rampart Village Clinic,N/A,Rampart,AK,N/A,907-452-8251; toll free in AK 1-800-478-a6822,Alaska Village Clinic,No,No,No,http://tananachiefs.org
Title 5 (638),Dot Lake Village Clinic,P.O. Box 2267,Dot Lake,AK,99737,907-882-2737,Alaska Village Clinic,No,No,No,http://www.tananachiefs.org
Title 5 (638),Northway Village Clinic,P.O. Box 517,Northway,AK,99764,907-778-2283,Alaska Village Clinic,No,No,No,http://www.tananachiefs.org
Title 5 (638),Tanacross Village Clinic,N/A,Tanacross,AK,N/A,907-883-4131,Alaska Village Clinic,No,No,No,http://www.tananachiefs.org
Title 5 (638),Tetlin Village Clinic,N/A,Tetlin,AK,N/A,907-324-2151,Alaska Village Clinic,No,No,No,http://www.tananachiefs.org
Title 5 (638),Tok Community Clinic,"Tok Cutoff Road, milepost 124.2",Tok,AK,99780,907-883-5855,Alaska Village Clinic,No,No,No,http://www.tananachiefs.org
Title 5 (638),Metlakatla  (Annette Island SU Health Center),Brendible Street ,Metlakatla,AK,N/A,907-886-4741,Health Center,No,No,No,http://www.aisu.org 
Title 5 (638),Nome  (Norton Sound Regional Hospital),306 West 5th Avenue,Nome,AK,99762,907-443-3311,Hospital,Yes,Yes,Yes,http://www.nortonsoundhealth.org
Title 5 (638),Gambell (Bessie Kaningok Village Clinic),123 Maz Way,Gambell,AK,99742,907-985-5012,Alaska Village Clinic,No,No,No,http://www.nortonsoundhealth.org
Title 5 (638),Savoonga Village Clinic,P.O. Box 151,Savoonga,AK,99769,907-984-6513,Health Center,No,No,No,http://www.nortonsoundhealth.org
Title 5 (638),Unalakleet (Anikkan Inuit Iluaqutaat Sub-Regional Clinic),P.O. Box 189,Unalakleet,AK,99684,907-624-3535,Health Center,No,No,No,http://www.nortonsoundhealth.org/
Title 5 (638),Brevig Mission Village Clinic,P.O. Box 85058,Brevig Mission,AK,99785,907-642-4311,Health Center,No,No,No,http://nortonsoundhealth.org
Title 5 (638),Elim  (Yukuniaraq Yunqcarvik VIllage Clinic),P.O. Box 69,Elim,AK,99739,907-890-3311,Alaska Village Clinic,No,No,No,http:///www.nortonsoundhealth.org
Title 5 (638),Golovin  (Irene L. Aukongak Dagumaaq Health Clinic),P.O. Box 62039,Golovin,AK,99762,907-779-3311,Alaska Village Clinic,No,No,No,http://www.nortonsoundhealth.org
Title 5 (638),Koyuk  (Ruth Qumiiggan Henry Memorial Clinic),P.O. Box 70,Koyuk,AK,99753,907-963-3311,Alaska Village Clinic,No,No,No,http://www.nortonsoundhealth.org
Title 5 (638),Metlakatla  (Arnie Christiansen Crisis Intervention Center),MIlton Street,Metlakatla,AK,N/A,907-886-7491,Behavioral Health Facility,Yes,No,No,http://www.aisu.org
Title 5 (638),WINGS Safe House (Metlakatla),N/A,Metlakatla,AK,N/A,907-886-4555,Behavioral Health Facility,Yes,No,No,http://www.aisu.org
Title 5 (638),BBAHC Counseling Center,P.O. Box 130,Dillingham,AK,99576,907-842-5174,Behavioral Health Facility,Yes,No,No,http://www.bbahc.org
Title 5 (638),Dillingham  (Our House),P.O. Box 1517,Dillingham,AK,99576,907-842-4248,Behavioral Health Facility,Yes,No,No,http://www.bbahc.org
Title 5 (638),CATG Family Recovery Camp,P.O. Box 21,Fort Yukon,AK,99740,907-662-2526,Behavioral Health Facility,Yes,No,No,http://www.catg.org
Title 5 (638),Yukon Flats CARE Center (CATG),N/A,Fort Yukon,AK,N/A,N/A,Behavioral Health Facility,Yes,No,No,NULL
Title 5 (638),Galena Mental Health,N/A,Galena,AK,N/A,907-452-8251,Behavioral Health Facility,Yes,No,No,NULL
Title 5 (638),Minto Counseling Center,P.O. Box 77,Minto,AK,99758,907-798-7412,Behavioral Health Facility,No,No,No,http:///www.tananachiefs.org
Title 5 (638),Tanana Chiefs Conf. Paul Williams House,1340  23rd Avenue,Fairbanks,AK,99701,907-451-7962,Behavioral Health Facility,Yes,No,No,http://www.tananachiefs.org
Title 5 (638),Family Crisis Center,N/A,Kotzebue,AK,N/A,907-442-3724,Behavioral Health Facility,Yes,No,No,http://www.maniilaq.org
Title 5 (638),Kotzebue  (Putyuk Childrens' Home),N/A,Kotzebue,AK,N/A,907-442-3855,Behavioral Health Facility,Yes,No,No,http://maniilaq.org
Title 5 (638),Bautista House Adult Rehab,381 - 4th Avenue,Bethel,AK,99559,907-543-2242,Behavioral Health Facility,Yes,No,No,http://www.ykhc.org 
Title 5 (638),"Integrated Outpatient Program, Bethel (HRSA CMH Center)",N/A,Bethel,AK,N/A,907-543-6100,Behavioral Health Facility,Yes,No,No,http://www.ykhc.org
Title 5 (638),Morgan Transitional Living,829 Chief Eddie Hoffman Highway,Bethel,AK,99559,907-543-6000,Behavioral Health Facility,No,No,No,http://www.ykhc.org
Title 5 (638),Hooper Bay Mental Health Clinic,N/A,Hooper Bay,AK,99604,907-758-3500,Behavioral Health Facility,Yes,No,No,http://www.ykhc.org
Title 5 (638),Toksook Bay Mental Health Clinic,P.O. Box 37028,Toksook Bay,AK,99637,907-427-3537,Behavioral Health Facility,Yes,No,No,http://www.ykhc.org
Title 1 (Tribal),Fred Leroy Health and Wellness Center,2602 J Street,Omaha,NE,68107,402-734-5275,Health Center,No,No,No,NULL
Title 5 (638),Agua Caliente Outreach Office,901 E Tahquitz Way ,Palm Springs,CA,92262,(760) 323-9496,Health Station,No,No,No,http://www.rsbcihi.org 
IHS,Allen Health Station,100 West Main St,Allen,SD,57714,N/A,Health Station,No,No,No,NULL
Title 5 (638),Anza Indian Health / Outreach Office,"39100 Contreras Road, Suite C",Anza,CA,92539,(951) 763-4835,Health Station,No,No,No,http://www.rsbcihi.org 
Urban,Bakersfield American Indian Health Project,1617 30th St,Bakersfield,CA,93301, 661-327-4030 ,Health Station,No,No,No,http://www.uaii.org/bakersfield.htm
IHS,Lower Brule Health Center,601 Gall St,Lower Brule,SD,57548,605-473-5544,Health Center,No,No,Yes,http://www.ihs.gov/aberdeen/index.cfm?module=ab_ao_hf_lbsu
IHS,Mandaree Health Station,305 Main Street,Mandaree,ND,58757,701-627-4701,Health Station,No,No,No,NULL
Title 1 (Tribal),Mariposa Indian Health Center,5192 Hospital Road ,Mariposa,CA,95338, 209-742-6144 ,Health Center,No,Yes,No,http://www.macthealthboard.com/
Title 1 (Tribal),Mathiesen Memorial Health Clinic,18144 Seco St,Jamestown,CA,95327,209-984-4820,Health Center,No,No,No,http://mathiesenclinic.com/
IHS,McLaughlin Health Center,701 East Sixth St,McLaughlin,SD,57642,605-823-4458,Health Center,No,No,Yes,http://www.ihs.gov/Aberdeen/index.cfm?module=ab_ao_hf_srsu
Title 1 (Tribal),Meskwaki Health Center,307 Meskwaki Rd,Tama,IA,52339,641-484-4094,Health Center,No,No,No,NULL
Title 1 (Tribal),Elbowoods Memorial Health Center,1 Minne-Tohe Drive,Newtown,ND,58763,701-627-4701,Health Center,No,No,No,http://www.ihs.gov/aberdeen/index.cfm?module=ab_ao_hf_fbsu
Title 1 (Tribal),Modoc Indian Health Project DBA Strong Family Health Center,1203 Oak Street ,Alturas ,CA,96101, 530-233-4591 ,Behavioral Health Facility,Yes,No,No,NULL
Urban,"Native American Health Center, San Francisco",160 Capp St ,San Francisco,CA,94110,415.621.8051,Health Center,Yes,Yes,No,http://nativehealth.org/
Title 1 (Tribal),Native Women's Health Care,"640 Slormann St, Suite 400",Rapid City,SD,57702,6305-342-7460,Health Station,No,No,No,NULL
Title 1 (Tribal),North Fork Indian Health Center,"32938 Road 222, Suite 2",North Fork ,CA,93643,559-877-4676 ,Health Center,No,No,No,http://cvih.org/home.html
Title 5 (638),Northern Valley Indian Health - Chico,845 W East Ave,Chico,CA,95926,530-896-9400 ,Health Center,No,Yes,No,http://nvih.org/
Title 5 (638),Northern Valley Indian Health - Willows,207 N Butte Street ,Willows ,CA,95988,530-934-4641 ,Health Center,Yes,Yes,No,http://nvih.org/
IHS,Northern Navajo Medical Center,Hwy 491 North,Shiprock,NM,87420,505-368-3600,Hospital,No,Yes,Yes,http://www.ihs.gov/Navajo/index.cfm?module=nao_hcc_shiprock
Title 1 (Tribal),Sonoma County Indian Health,144 Stony Point Road ,Santa Rosa,CA,95401,707-521-4545 ,Health Center,Yes,Yes,Yes,http://www.scihp.org
Title 1 (Tribal),Sonora Indian Health Center,"13975 Mono Way, Suite G",Sonora,CA,95370,209-533-9600 ,Health Center,No,Yes,No,http://www.macthealthboard.com
Title 1 (Tribal),"Southern Indian Health Council, Inc",4058 Willows Road,Alpine,CA,91901,619-445-1188 ,Health Center,No,No,Yes,http://www.sihc.org
Title 1 (Tribal),Sycuan Medical Dental Center,5442 Sycuan Road,El Cajon,CA,92019,619-445-0707 ,Health Center,No,Yes,No,http://www.sycuantribe.com/html/medical-dental.html
Title 1 (Tribal),Tuolumne Me-Wuk Health and Wellness Center,"19969 Greenly Rd, Suite B",Sonora,CA,95370,209-532-0028,Health Center,No,Yes,No,http://www.tmwihc.org/ 
Title 1 (Tribal),Tuolumne Me-Wuk Indian Health Center,18880 Cherry Valley Road ,Tuolumne,CA,95379,209-928-5400,Health Center,No,No,No,http://www.tmwihc.org 
Title 1 (Tribal),Toiyabe Indian Health Project -Bishop Clinic,52 Tu Su Lane,Bishop,CA,93514,760-873-8461 ,Health Center,No,No,Yes,http://toiyabe.us
Title 1 (Tribal),Trenton Community Clinic,Highway 1804 West,Trenton,ND,58853,701-774-0461,Health Center,No,No,Yes,NULL
IHS,Twin Buttes Health Station,N/A,Twin Buttes,ND,58623,701-627-4701,Health Station,No,No,No,NULL
Urban,"United American Indian Involvement, Inc - Los Angeles","1125 W 6th Street, Suite 103",Los Angeles,CA,90017,213-202-3970 ,Health Center,No,Yes,No,http://www.uaii.org/index.html
Title 1 (Tribal),UIHS-Potawot Health Village,1600 Weeot Way,Arcata ,CA,95521,707-825-5000,Health Center,No,Yes,Yes,http://www.uihs.org/
IHS,Wagner Health Center,"111 Washington Street, NW",Wagner,SD,57380,605-384-3621,Health Center,No,No,Yes,http://www.ihs.gov/Aberdeen/index.cfm?module=ab_ao_hf_yanksu
IHS,Wanblee Health Center,100 Clinic Road,Wanblee,SD,57577,605-642-6155,Health Center,No,No,No,http://www.ihs.gov/aberdeen/index.cfm?module=ab_ao_hf_prsu
Title 1 (Tribal),Weitchpec Indian Health Station,"Weitchpec Route, Libby Nix Community Center ",Hoopa,CA,95546,(707) 445-2360,Health Station,No,No,No,http://www.uihs.org/
IHS,White Shield Health Station,2 Central Main Street B,White Shield,ND,58775,701-627-4701,Health Station,No,No,No,NULL
IHS,Winnebago Hospital,US Highway 77-75,Winnebago,NE,68071,402-878-2231,Hospital,No,No,No,http://www.ihs.gov/aberdeen/winnebago/
Title 5 (638),Northern Valley Indian Health - Woodland,175 West Court Street,Woodland,CA,95695,530-661-4400,Health Center,No,Yes,No,http://www.chapa-de.org 
Title 5 (638),Yreka - Karuk Tribal Health Clinic,1519 S Oregon St,Yreka,CA,96097,530-842-9200 ,Health Center,No,Yes,No,http://karuk.us/health/
Title 1 (Tribal),Yuba City Indian Health Station,1231 Plumas Street,Yuba City,CA,95991,530-751-8454 ,Health Center,Yes,No,No,http://www.frth.org 
NON-IHS,El Rio Yaqui CHS,839 W Congress St,Tucson,AZ,85745,N/A,NULL,No,No,No,NULL
IHS,San Xavier Dental Clinic,7900 S. J. Stock Road,Tucson,AZ,85743,520-295-2575,Dental Clinic,No,Yes,No,no 
IHS,Sells Dental Clinic,Highway 86 and Topawa Road,Sells,AZ,85634,520-383-7341,Dental Clinic,No,Yes,No,NULL
IHS,Sells Hospital,Hwy 86 & Topawa Rd,Sells,AZ,85634,520-383-7200,Hospital,No,No,Yes,http://www.ihs.gov/Tucson/index.cfm?module=dsp_tuc_facs
Title 1 (Tribal),Jena Band,1018 Chata Yakni,Trout,LA,71371,318-992-2727,Health Location,Yes,No,No,NULL
Title 5 (638),Chitimacha Health Clinic,3231 Chitimacha Trail,Charenton,LA,70523,337-923-9955,Health Center,Yes,Yes,Yes,NULL
Title 5 (638),Bogue Chitto Health Station,124 Big Creek Circle,Philadelphia,MS,39350,601-656-5442,Health Station,No,Yes,No,http://www.choctaw.org/
Title 5 (638),Tucker Day School and Health Center,127 Tucker Facility Road,Philadelphia,MS,39350,601-656-5407,School Health Center,No,No,No,NULL
Title 5 (638),Conehatta Health Station,376 Campus Road,Conehatta,MS,39057,601-775-3446,Health Station,No,Yes,No,NULL
Title 5 (638),Bogue Homa Health Station,109 McFarlane Road,Heidelberg,MS,39439,601-425-1991,Health Station,No,No,No,http://www.choctaw.org
Title 5 (638),Cherokee Health & Medical Division,43 John Crow Hill,Cherokee,NC,28719,828-497-9163,Other,Yes,Yes,No,NULL
IHS,Unity Healing Center,448 Sequoyah Trail Dr,Cherokee,NC,28719,828-497-3958,Psychiatric Inpatient,Yes,No,No,http://www.ihs.gov/Nashville/index.cfm?module=dsp_nsh_unity
Title 5 (638),CIHA Diabetes Clinic,806 Acquoni Rd,Cherokee,NC,28719,828-497-9163,Other,No,Yes,No,NULL
Title 5 (638),CIHA Hospital,1 Hospital Road,Cherokee,NC,28719,828-497-9163,Hospital,Yes,Yes,No,NULL
Title 5 (638),Tsali Care Nursing Home,1 Hospital Road,Cherokee,NC,28719,828-497-9163,Other,No,No,No,NULL
Title 1 (Tribal),Coushatta Health Station,2003 CC Bel Road,Elton,LA,70532,337-584-1439,Health Station,Yes,Yes,Yes,NULL
Title 1 (Tribal),Alabama-Coushatta Health Center,129 Daycare Road,Livingston,TX,77351,936-563-2058,Health Center,No,Yes,Yes,http://www.alabama-coushatta.com/
IHS,Catawba Health Service,2893 Sturgis Rd,Rock Hill,SC,29730,803-366-9090,Health Center,Yes,Yes,Yes,http://www.ihs.gov/Nashville/index.cfm?module=dsp_nsh_catawba
Title 1 (Tribal),Cattaraugus I.R. Health Center ,36 Thomas Indian School Drive,Irving,NY,14081,716-532-5582,Health Center,Yes,Yes,No,NULL
Title 1 (Tribal),Lionel John/Allegany I.R. Health Center,987 R.C. Hoag Drive,Salamanca,NY,14779,716-945-5894,Health Center,Yes,Yes,No,NULL
Title 1 (Tribal),Mashantucket Pequot Health Center ,75 Norwich-Westerly Road,Ledyard,CT,6339,860-312-8029,Health Center,Yes,No,No,NULL
Title 1 (Tribal),Narragansett Health Center,4533 S County Trail,Charlestown,RI,2813,401-364-1268,Health Center,Yes,No,No,NULL
Title 1 (Tribal),Hand-in-Hand Child Care Center,4477 South County Trail,Charlestown,RI,2813,401-364-1268,Health Location,No,No,No,NULL
IHS,Manlius CHS Program,122 E Seneca St,Manlius,NY,13104,315-682-3167,Health Location,No,No,No,NULL
Title 1 (Tribal),Oneida Nation Family Services,55 Territory Rd,Oneida,NY,13421,315-829-8712,Behavioral Health Facility,Yes,No,No,NULL
Title 1 (Tribal),Oneida Indian Nation Health Services,2 Territory Rd,Oneida,NY,13421,315-829-8700,Health Center,Yes,Yes,No,NULL
IHS,Micmac Health Services,8 Northern Road,Presque Isle,ME,4769,207-764-6968,Health Center,Yes,Yes,No,http://www.ihs.gov/Nashville/index.cfm?module=dsp_nsh_micmac
Title 1 (Tribal),Indian Township (Peter Dana Point) Health Center,401 Peter Dana Point Road,Princeton,ME,N/A,207-796-2321,Health Center,Yes,Yes,Yes,NULL
Title 1 (Tribal),Houlton Health Center,3 Clover Circle,Houlton,ME,4730,207-532-2240,Health Center,Yes,No,No,NULL
Title 1 (Tribal),Pleasant Point Health Center,11 Back Road ,Perry ,ME,4667,207-853-0644,Health Center,Yes,Yes,No,NULL
Title 5 (638),Big Cypress Health Center,30581 Buffalo Jim Loop Rd,Clewiston,FL,33440,863-983-5151,Health Center,No,Yes,No,NULL
Title 5 (638),Immokalee Health Center,1120 S First Street,Immokalee,FL,34142,239-867-3400,Health Center,No,Yes,No,NULL
Title 1 (Tribal),Miccosukee Health Station,US 41 - Mile Marker 70,Miami,FL,33144,305-223-8380,Health Center,Yes,Yes,Yes,NULL
Title 5 (638),Hollywood Health Center,3006 Josie Billie Ave,Hollywood,FL,33024,954-962-2009,Health Center,Yes,Yes,Yes,NULL
IHS,Canoncito Health Center,Interstate 40 @ Exit 131,Canoncito,NM,87026,505-908-2307,Health Center,No,Yes,No,NULL
Title 5 (638),SIPI,9169 Coors Blvd NW,Albuquerque,NM,87193,800-586-7474,Other,No,No,No,NULL
Title 1 (Tribal),Colusa Indian Health Clinic,3710 Hwy 45,Colusa,CA,95932, 530-458-5501 ,Health Center,No,Yes,Yes,http://www.colusa-nsn.gov/Health-Clinic/Health-Clinic.html
Title 5 (638),Confederated Umatilla Tribes Yellowhawk Clinic,73265 Confederated Way,Pendleton,OR,97801,(541) 278-7500,Health Center,Yes,Yes,No,NULL
Title 5 (638),CTCLUSI Health Center,1245 Fulton Ave,Coos Bay,OR,97420,(541) 888-7515,Dental Clinic,No,Yes,No,NULL
Title 1 (Tribal),Coquille Community Health Center,600 Miluk Dr,Coos Bay,OR,97420,(541) 888-9494,Health Station,No,No,No,NULL
Title 1 (Tribal),Cow Creek Health & Wellness Center,"2371 NE Stephens, Suite #200",Roseburg,OR,97470,(541) 672-8533,Health Center,No,No,No,NULL
Title 1 (Tribal),Sauk-Suiattle Tribal Health Clinic,5318 Chief Brown Lane,Darrington,WA,98241,(360) 436-2210,Health Station,No,No,No,NULL
Title 5 (638),Shoalwater Bay Tribal Clinic,2373 Tokeland Rd,Tokeland,WA,98590,(360) 267-0119,Health Center,Yes,Yes,No,NULL
Title 1 (Tribal),Stilaguamish Health Center,3439 Stoluckguamish Lane,Arlington,WA,98923,N/A,Health Center,No,No,No,NULL
Title 5 (638),Swinomish Tribal Health Center,17400 Reservation Rd,La Conner,WA,98257,(360) 466-3167,Health Center,Yes,Yes,Yes,NULL
Title 1 (Tribal),Tolt Community Clinic - Snoqualmie,8130 Railroad Ave Suite 103,Snoqualmie,WA,98065,(425) 333-5426,Health Center,No,No,No,NULL
Title 1 (Tribal),Upper Skagit Tribal Clinic,2284 Community Plaza Way,Sedro Wolley,WA,98284,(360) 854-7070,Health Station,No,No,No,NULL
IHS,Bullhead Health Station,102 Tasunka Street,Bullhead,SD,57621,701-854-3831,Health Station,No,No,No,NULL
IHS,Cannon Ball Health Station,N/A,Cannon Ball,ND,58528,701-854-3831,Health Station,No,No,No,NULL
IHS,Cherry Creek Health Station,N/A,Cherry Creek,SD,57622,N/A,Health Station,No,No,No,NULL
Title 1 (Tribal),Flandreau Santee Sioux Tribal Health Center,701 West Broad Ave,Flandreau,SD,57028,605-997-3891,Health Center,No,No,No,NULL
Title 1 (Tribal),Santee Sioux Health Center,110 South Visiting Eagle Street,Niobrara,NE,68760,N/A,Health Center,No,No,No,NULL
IHS,Swiftbird (La Plante) Health Station,N/A,Swiftbird,SD,57637,N/A,Health Station,No,No,No,NULL
IHS,Whitehorse Health Station,317 Main,Eagle Butte,SD,57661,605-964-8917,Health Station,No,No,No,NULL
Title 5 (638),Santa Ysabel Community Health Center,110-1/2 School House Canyon Road ,Santa Ysabel,CA,92070, 760-789-9060 ,Health Center,No,Yes,No,http://www.indianhealth.com 
Title 5 (638),Skokomish Tribe,80 North Tribal Center Rd,Skokomish,WA,98584,(360) 426-5755,Health Station,Yes,Yes,No,NULL
Title 1 (Tribal),Anava Tribal Health Clinic,9024 Sniktaw Lane ,Fort Jones,CA,96032,530-468-4470,Health Center,Yes,Yes,No,http://www.qvir.com/health-clinic.html
IHS,Clarence Wesley Health Center,101 Medical Dr,Bylas,AZ,85530,928-475-2371,Health Center,No,No,No,NULL
Title 1 (Tribal),Campo Medical / Dental Clinic,36350 Church Road,Campo,CA,91906,619-478-2225 ,Health Center,No,Yes,No,http://www.sihc.org 
Title 1 (Tribal),Chehalis Community Clinic,21 Neiderman Rd,Oakville,WA,98568,(360) 273-5504,Health Center,No,Yes,No,NULL
Title 1 (Tribal),Chief Klai Health & Wellness - Hoh,2269 Lower Hoh Road ,Forks,WA,98331,(360) 374-6582,Health Center,No,No,No,NULL
IHS,Cibecue Health Center,2 W 3rd St,Cibecue,AZ,85911,(928) 338-3555,Health Center,No,No,No,NULL
IHS,Colville Indian Health Center Nespelem,19 Lakes St,Nespelem,WA,99155,(509) 634-2900,Health Center,No,Yes,Yes,NULL
Title 1 (Tribal),Cowlitz Tribal Health Clinic,1055 9th Ave Suite A,Longview,WA,98632,(360) 575-8275,Health Center,No,No,No,NULL
Title 1 (Tribal),Elk Valley Health Station,2298 Norris Avenue,Crescent City,CA,95531,707-464-2919 ,Health Station,No,No,No,http://www.uihs.org 
Title 1 (Tribal),Greenville Rancheria Indian Health,410 Main Street ,Greenville,CA,95947, 530-284-7990 ,Health Center,Yes,Yes,No,http://www.greenvillerancheria.com/
IHS,Healing Lodge of the Seven Nations,5600 East 8th Ave,Spokane,WA,99212,(509) 533-6910,Alcohol Substance Abuse Treatment Facility,Yes,No,No,NULL
Title 5 (638),K'ima:w Medical Center,1200 Airport Road,Hoopa,CA,95546,(530) 625-4261,Health Center,No,Yes,No,http://www.hoopa-nsn.gov/departments/kimaw/kimaw.htm
Title 5 (638),"Indian Health Council, Inc.- Valley Center",50100 Golsh Road,Valley Center,CA,92082,(760) 749-1410,Health Center,No,Yes,No,http://www.indianhealth.com 
Title 1 (Tribal),Klamath Tribal Health Clinic,3949 S 6th Street,Klamath Falls,OR,97603,N/A,Health Station,Yes,No,Yes,NULL
Title 1 (Tribal),Lake County Tribal Health Consortium,925 Bevins Court,Lakeport,CA,95453, 707-263-8382 ,Health Center,No,Yes,No,http://www.lcthc.com/
Title 1 (Tribal),Lone Pine Indian Health Clinic,1150 South Goodwin Lane,Lone Pine,CA,93454,(760) 876-4795,Health Center,No,No,No,http://www.toiyabe.us 
Title 5 (638),Morongo Clinic,11555-1/2 Portrero Road,Banning,CA,92220,951-849-4761 ,Health Center,Yes,Yes,No,http://www.rsbcihi.org
Title 5 (638),Nisqually Health Clinic,4816-B She-Nah-Num Drive SE,Olympia,WA,98513,(360) 459-5312,Health Center,No,No,No,NULL
Title 5 (638),Karuk Tribe of California Clinic - Orleans,39051 Highway 96,Orleans,CA,95556, 530-627-3452,Health Center,No,No,No,http://www.karuk.us/health/
IHS,Phoenix Indian Medical Center,4212 N 16th Street,Phoenix,AZ,85016,602-263-1568,Hospital,No,No,Yes,http://www.ihs.gov/Phoenix/index.cfm?module=dsp_phx_hf_phx
Title 1 (Tribal),Pyramid Lake Tribal Health Center,705 Hwy 446,Nixon,NV,89424,775-574-1018,Health Center,No,No,No,NULL
Title 5 (638),Quinault Nation Tribal Health Facility,173 Queets Ave,Queets,WA,98331,(360) 962-2245,Health Center,No,Yes,No,NULL
Title 1 (Tribal),Reno Sparks Shoshone Paiute Health Center,1715 Kuenzli St,Reno,NV,89502,"(775) 329-5162, ext. 1996",Health Center,No,No,Yes,NULL
Title 1 (Tribal),Samish Indian Health Center,2918 Commerical Ave,Anacortes,WA,98221,(360) 293-6404,Administration,No,No,No,NULL
Title 1 (Tribal),Shingle Springs Tribal Health Program,5168 Honpie Rd,Placerville,CA,95667,530-672-8059 ,Health Center,Yes,Yes,No,http://www.shinglespringsrancheria.com 
